Name,QuantityType/0,DimensionalClass,SameUnit/0/_uom,SameUnit/0/_namingSystem,CatalogName,CatalogSymbol/_isExplicit,CatalogSymbol/__text,_id,_annotation,QuantityType/1,BaseUnit/BasicAuthority,QuantityType/2,BaseUnit/Description,Deprecated,QuantityType/3,QuantityType/4,QuantityType/5,QuantityType/6,QuantityType/7,SameUnit/1/_uom,SameUnit/1/_namingSystem,SameUnit/2/_uom,SameUnit/2/_namingSystem,QuantityType/8,QuantityType/9,QuantityType/10,QuantityType/11,QuantityType/12,ConversionToBaseUnit/Factor,ConversionToBaseUnit/_baseUnit,ConversionToBaseUnit/Fraction/Numerator,ConversionToBaseUnit/Fraction/Denominator,ConversionToBaseUnit/Formula/A,ConversionToBaseUnit/Formula/B,ConversionToBaseUnit/Formula/C,ConversionToBaseUnit/Formula/D,SameUnit/3/_uom,SameUnit/3/_namingSystem
litres/tonne,specific volume,L3/M,L/t,RP66,POSC,true,L/t,LPt,L/t,massic volume,,,,,,,,,,,,,,,,,,,0.000001,m3/kg,,,,,,,,
liter per UK ton,specific volume,L3/M,L/tonUK,RP66,POSC,true,L/tonUK,LPtonUK,L/tonUK,massic volume,,,,,,,,,,,,,,,,,,,,m3/kg,0.001,1016.047,,,,,,
pounds force,force,LM/T2,lbf,RP66,POSC,true,lbf,lbf,lbf,,,,,,,,,,,,,,,,,,,,4.448222,N,,,,,,,,
foot pounds force,moment of force,L2M/T2,lbf.ft,RP66,POSC,true,lbf.ft,lbfTft,lbf.ft,moment of couple,,torque,,,,,,,,,,,,,,,,,1.355818,J,,,,,,,,
foot pounds force/barrel,normal stress,M/LT2,lbf.ft/bbl,RP66,POSC,true,lbf.ft/bbl,lbfTftPbbl,lbf.ft/bbl,shear stress,,modulus of elasticity,,,shear modulus,modulus of rigidity,bulk modulus,modulus of compression,electromagnetic energy density,,,,,radiant energy density,,,,,,J/m3,1.355818,0.1589873,,,,,,
pounds force feet/inch,force length per length,LM/T2,lbf.ft/in,RP66,POSC,true,lbf.ft/in,lbfTftPin,lbf.ft/in,,,,,,,,,,,,,,,,,,,,,N,1.355818,0.0254,,,,,,
foot pounds force/square inch,energy per area,M/T2,lbf.ft/in2,RP66,POSC,true,lbf.ft/in2,lbfTftPin2,lbf.ft/in2,,,,,,,,,,,,,,,,,,,,2101.522,N/m,,,,,,,,
foot pounds force/pound mass,specific energy,L2/T2,lbf.ft/lbm,RP66,POSC,true,lbf.ft/lbm,lbfTftPlbm,lbf.ft/lbm,,,,,,,,,,,,,,,,,,,,,J/kg,1.355818,0.4535924,,,,,,
inch pounds force,moment of force,L2M/T2,lbf.in,RP66,POSC,true,lbf.in,lbfTin,lbf.in,moment of couple,,torque,,,,,,,,,,,,,,,,,0.1129848,J,,,,,,,,
pounds force inches/inch,force length per length,LM/T2,lbf.in/in,RP66,POSC,true,lbf.in/in,lbfTinPin,lbf.in/in,,,,,,,,,,,,,,,,,,,,4.448222,N,,,,,,,,
pounds force inches squared,force area,L3M/T2,lbf.in2,RP66,POSC,true,lbf.in2,lbfTin2,lbf.in2,,,,,,,,,,,,,,,,,,,,0.002869815,N.m2,,,,,,,,
pounds force seconds/square foot,dynamic viscosity,M/LT,lbf.s/ft2,RP66,POSC,true,lbf.s/ft2,lbfTsPft2,lbf.s/ft2,,,,,,,,,,,,,,,,,,,,47.88026,Pa.s,,,,,,,,
pounds force seconds/square inch,dynamic viscosity,M/LT,lbf.s/in2,RP66,POSC,true,lbf.s/in2,lbfTsPin2,lbf.s/in2,,,,,,,,,,,,,,,,,,,,6894.757,Pa.s,,,,,,,,
pounds force per hundred foot,force per length,M/T2,,,POSC,true,lbf/100ft,lbfP100ft,lbf/100ft,,,,,,,,,,,,,,,,,,,,,N/m,4.448222,30.48,,,,,,
pounds force/100 square foot,force per area,M/LT2,lbf/ft2(100),POSC,POSC,true,lbf/100ft2,lbfP100ft2,lbf/100ft2,pressure,,,,,,,,,,,,,,,,,,,0.4788026,Pa,,,,,,,,
pounds force per thirty meters,force per length,M/T2,,,POSC,true,lbf/30m,lbfP30m,lbf/30m,,,,,,,,,,,,,,,,,,,,,N/m,4.448222,30,,,,,,
pounds force per foot,force per length,M/T2,lbf/ft,RP66,POSC,true,lbf/ft,lbfPft,lbf/ft,,,,,,,,,,,,,,,,,,,,,N/m,4.448222,0.3048,,,,,,
pounds force/square foot,force per area,M/LT2,lbf/ft2,RP66,POSC,true,lbf/ft2,lbfPft2,lbf/ft2,pressure,,,,,,,,,,,,,,,,,,,47.88026,Pa,,,,,,,,
pounds force/100 square foot,force per area,M/LT2,lbf/100ft2,POSC,POSC,true,lbf/ft2(100),lbfPft2(100),lbf/ft2(100),pressure,,,,2,,,,,,,,,,,,,,,0.4788026,Pa,,,,,,,,
pounds force/cubic foot,force per volume,M/L2T2,lbf/ft3,RP66,POSC,true,lbf/ft3,lbfPft3,lbf/ft3,pressure per length,,,,,,,,,,,,,,,,,,,,N/m3,4.448222,0.02831685,,,,,,
pounds force/US gallon,force per volume,M/L2T2,lbf/galUS,RP66,POSC,true,lbf/galUS,lbfPgalUS,lbf/galUS,pressure per length,,,,,,,,,,,,,,,,,,,,N/m3,4.448222,0.003785412,,,,,,
pounds force/inch,force per length,M/T2,lbf/in,RP66,POSC,true,lbf/in,lbfPin,lbf/in,,,,,,,,,,,,,,,,,,,,,N/m,4.448222,0.0254,,,,,,
pounds force/square inch,force per area,M/LT2,lbf/in2,RP66,POSC,true,lbf/in2,lbfPin2,lbf/in2,pressure,,,,,,,,,,,,,,,,,,,6894.757,Pa,,,,,,,,
pound force per pound force,force per force,1,lbf/lbf,RP66,POSC,true,lbf/lbf,lbfPlbf,lbf/lbf,,,,,,,,,,,,,,,,,,,,1,Euc,,,,,,,,
pounds mass,mass,M,lbm,RP66,POSC,true,lbm,lbm,lbm,,,,,,,,,,,,,,,,,,,,0.4535924,kg,,,,,,,,
foot pounds mass/second,momentum,LM/T,lbm.ft/s,RP66,POSC,true,lbm.ft/s,lbmTftPs,lbm.ft/s,impulse,,,,,,,,,,,,,,,,,,,0.138255,kg.m/s,,,,,,,,
pounds mass square feet,moment of inertia,L2M,lbm.ft2,RP66,POSC,true,lbm.ft2,lbmTft2,lbm.ft2,,,,,,,,,,,,,,,,,,,,0.04214011,kg.m2,,,,,,,,
pounds mass square feet/second squared,moment of force,L2M/T2,lbm.ft2/s2,RP66,POSC,true,lbm.ft2/s2,lbmTft2Ps2,lbm.ft2/s2,moment of couple,,torque,,,,,,,,,,,,,,,,,0.04214011,J,,,,,,,,
million pounds mass/year,mass flow rate,M/T,Mlbm/yr,POSC,POSC,true,lbm(million)/yr,lbm(million)Pyr,lbm(million)/yr,,,,,2,,,,,,,,,,,,,,,,kg/s,453592.4,31558150,,,,,,
pounds mass/1000 UK gallons,density,M/L3,lbm/galUK(1000),POSC,POSC,true,lbm/1000galUK,lbmP1000galUK,lbm/1000galUK,mass density,,volumic mass,,,,,,,,,,,,,,,,,,kg/m3,99.77633,1000,,,,,,
pounds mass/1000 US gallons,density,M/L3,lbm/galUS(1000),POSC,POSC,true,lbm/1000galUS,lbmP1000galUS,lbm/1000galUS,mass density,,volumic mass,,,,,,,,,,,,,,,,,,kg/m3,119.8264,1000,,,,,,
pounds mass per hundred square foot,surface density,M/L2,,,POSC,true,lbm/100ft2,lbmP100ft2,lbm/100ft2,areic mass,,,,,,,,,,,,,,,,,,,,kg/m2,4.882428,100,,,,,,
pounds mass per 10 barrel,density,M/L3,,,POSC,true,lbm/10bbl,lbmP10bbl,lbm/10bbl,mass density,,volumic mass,,,,,,,,,,,,,,,,,,kg/m3,0.4535924,1.589873,,,,,,
pounds mass/barrel,density,M/L3,lbm/bbl,RP66,POSC,true,lbm/bbl,lbmPbbl,lbm/bbl,mass density,,volumic mass,,,,,,,,,,,,,,,,,,kg/m3,0.4535924,0.1589873,,,,,,
pound mass per day,mass flow rate,M/T,lbm/d,RP66,POSC,true,lbm/d,lbmPd,lbm/d,,,,,,,,,,,,,,,,,,,,,kg/s,0.4535924,86400,,,,,,
pounds mass/foot,mass per length,M/L,lbm/ft,RP66,POSC,true,lbm/ft,lbmPft,lbm/ft,linear density,,,,,,,,,,,,,,,,,,,,kg/m,0.4535924,0.3048,,,,,,
pounds mass/foot hour,mass per time per length,M/LT,lbm/h.ft,RP66,POSC,true,lbm/ft.h,lbmPftTh,lbm/ft.h,,,,,2,,,,,,lbm/h.ft,POSC,,,,,,,,0.0004133789,Pa.s,,,,,,,,
pounds mass/foot second,mass per time per length,M/LT,lbm/s.ft,RP66,POSC,true,lbm/ft.s,lbmPftTs,lbm/ft.s,,,,,2,,,,,,lbm/s.ft2,POSC,,,,,,,,1.488164,Pa.s,,,,,,,,
pounds mass/square foot,surface density,M/L2,lbm/ft2,RP66,POSC,true,lbm/ft2,lbmPft2,lbm/ft2,areic mass,,,,,,,,,,,,,,,,,,,4.882428,kg/m2,,,,,,,,
pounds mass/cubic foot,density,M/L3,lbm/ft3,RP66,POSC,true,lbm/ft3,lbmPft3,lbm/ft3,mass density,,volumic mass,,,,,,,,,,,,,,,,,16.01846,kg/m3,,,,,,,,
pounds mass/foot fourth,mass per volume per length,M/L4,lbm/ft4,RP66,POSC,true,lbm/ft4,lbmPft4,lbm/ft4,,,,,,,,,,,,,,,,,,,,,kg/m4,16.01846,0.3048,,,,,,
pounds mass/UK gallon,density,M/L3,lbm/galUK,RP66,POSC,true,lbm/galUK,lbmPgalUK,lbm/galUK,mass density,,volumic mass,,,,,,,,,,,,,,,,,99.77633,kg/m3,,,,,,,,
pounds mass/UK gallon foot,mass per volume per length,M/L4,lbm/galUK.ft,RP66,POSC,true,lbm/galUK.ft,lbmPgalUKTft,lbm/galUK.ft,,,,,,,,,,,,,,,,,,,,,kg/m4,99.77633,0.3048,,,,,,
pounds mass/1000 UK gallons,density,M/L3,lbm/1000galUK,POSC,POSC,true,lbm/galUK(1000),lbmPgalUK(1000),lbm/galUK(1000),mass density,,volumic mass,,2,,,,,,,,,,,,,,,,kg/m3,99.77633,1000,,,,,,
pounds mass/US gallon,density,M/L3,lbm/galUS,RP66,POSC,true,lbm/galUS,lbmPgalUS,lbm/galUS,mass density,,volumic mass,,,,,,,,,,,,,,,,,119.8264,kg/m3,,,,,,,,
pounds mass/US gallon foot,mass per volume per length,M/L4,lbm/galUS.ft,RP66,POSC,true,lbm/galUS.ft,lbmPgalUSTft,lbm/galUS.ft,,,,,,,,,,,,,,,,,,,,,kg/m4,119.8264,0.3048,,,,,,
pounds mass/1000 US gallons,density,M/L3,lbm/1000galUS,POSC,POSC,true,lbm/galUS(1000),lbmPgalUS(1000),lbm/galUS(1000),mass density,,volumic mass,,2,,,,,,,,,,,,,,,,kg/m3,119.8264,1000,,,,,,
pounds mass/hour,mass flow rate,M/T,lbm/h,RP66,POSC,true,lbm/h,lbmPh,lbm/h,,,,,,,,,,,,,,,,,,,,,kg/s,0.4535924,3600,,,,,,
pounds mass/hour foot,mass per time per length,M/LT,lbm/h.ft,RP66,POSC,true,lbm/h.ft,lbmPhTft,lbm/h.ft,,,,,,,,,,,lbm/ft.h,POSC,,,,,,,,0.0004133789,Pa.s,,,,,,,,
pounds mass/hour square foot,mass per time per area,M/L2T,lbm/h.ft2,RP66,POSC,true,lbm/h.ft2,lbmPhTft2,lbm/h.ft2,,,,,,,,,,,,,,,,,,,,0.00135623,kg/m2.s,,,,,,,,
pounds mass/horsepower hour,mass per energy,T2/L2,lbm/hp.h,RP66,POSC,true,lbm/hp.h,lbmPhpTh,lbm/hp.h,,,,,,,,,,,,,,,,,,,,0.0000001689659,kg/J,,,,,,,,
pounds mass/cubic inch,density,M/L3,lbm/in3,RP66,POSC,true,lbm/in3,lbmPin3,lbm/in3,mass density,,volumic mass,,,,,,,,,,,,,,,,,,kg/m3,0.4535924,0.000016387064,,,,,,
pounds mass/1000 barrels,density,M/L3,,,POSC,true,lbm/Mbbl,lbmPMbbl,lbm/Mbbl,mass density,,volumic mass,,,,,,,,,,,,,,,,,0.00285301,kg/m3,,,,,,,,
pounds mass/minute,mass flow rate,M/T,lbm/min,RP66,POSC,true,lbm/min,lbmPmin,lbm/min,,,,,,,,,,,,,,,,,,,,,kg/s,0.4535924,60,,,,,,
pounds mass/second,mass flow rate,M/T,lbm/s,RP66,POSC,true,lbm/s,lbmPs,lbm/s,,,,,,,,,,,,,,,,,,,,0.4535924,kg/s,,,,,,,,
pounds mass/second foot,mass per time per length,M/LT,lbm/s.ft,RP66,POSC,true,lbm/s.ft,lbmPsTft,lbm/s.ft,,,,,,,,,,,lbm/ft.s,POSC,,,,,,,,1.488164,Pa.s,,,,,,,,
pounds mass/second square foot,mass per time per area,M/L2T,lbm/s.ft2,RP66,POSC,true,lbm/s.ft2,lbmPsTft2,lbm/s.ft2,,,,,,,,,,,,,,,,,,,,4.882428,kg/m2.s,,,,,,,,
British link 1895 A,length,L,,,POSC,true,lkBnA,lkBnA,lkBnA,depth,,Cartesian coordinates,,,distance,,,,,,,,,,,,,,0.201167824,m,,,,,,,,
British link 1895 B,length,L,,,POSC,true,lkBnB,lkBnB,lkBnB,depth,,Cartesian coordinates,,,distance,,,,,,,,,,,,,,,m,7.92,39.370113,,,,,,
Clarke link,length,L,,,POSC,true,lkCla,lkCla,lkCla,depth,,Cartesian coordinates,,,distance,,,,,,,,,,,,,,,m,7.92,39.370432,,,,,,
Sears link,length,L,,,POSC,true,lkSe,lkSe,lkSe,depth,,Cartesian coordinates,,,distance,,,,,,,,,,,,,,,m,7.92,39.370147,,,,,,
US Survey link,length,L,,,POSC,true,lkUS,lkUS,lkUS,depth,,Cartesian coordinates,,,distance,,,,,,,,,,,,,,,m,7.92,39.37,,,,,,
lumens/square metre,luminous exitance,BS/L2,lm/m2,RP66,POSC,true,lm/m2,lmPm2,lm/m2,,,,,,,,,,,lm/m2,RP66,,,,,,,,1,lx,,,,,,,,
million cubic feet,volume,L3,,,POSC,true,M(ft3),M(ft3),M(ft3),,,,,,,,,,,,,,,,,,,,28316.846592,m3,,,,,,,,
million cubic feet per acre-foot,volume per volume,1,,,POSC,true,M(ft3)/acre.ft,M(ft3)PacreTft,M(ft3)/acre.ft,,,,,,,,,,,,,,,,,,,,,Euc,1000000,43560,,,,,,
million cubic feet per day,volume flow rate,L3/T,,,POSC,true,M(ft3)/d,M(ft3)Pd,M(ft3)/d,,,,,,,,,,,,,,,,,,,,,m3/s,28316.85,86400,,,,,,
million cubic meters,volume,L3,,,POSC,true,M(m3),M(m3),M(m3),,,,,,,,,,,,,,,,,,,,0.000000001,m3,,,,,,,,
million cubic metres per day,volume flow rate,L3/T,,,POSC,true,M(m3)/d,M(m3)Pd,M(m3)/d,,,,,,,,,,,,,,,,,,,,,m3/s,1000000,86400,,,,,,
metres per thirty metres,linear strain,1,,,POSC,true,m/30m,mP30m,m/30m,relative elongation,,scale,,,linear concentration,length per length,,,,,,,,,,,,,,Euc,1,30,,,,,,
metres/ centimetre,scale,1,m/cm,RP66,POSC,true,m/cm,mPcm,m/cm,length per length,,,,,,,,,,,,,,,,,,,100,Euc,,,,,,,,
metres/day,velocity,L/T,m/d,RP66,POSC,true,m/d,mPd,m/d,,,,,,,,,,,,,,,,,,,,,m/s,1,86400,,,,,,
metres/hour,velocity,L/T,m/h,RP66,POSC,true,m/h,mPh,m/h,,,,,,,,,,,,,,,,,,,,,m/s,1,3600,,,,,,
metres/kilometre,linear strain,1,m/km,RP66,POSC,true,m/km,mPkm,m/km,relative elongation,,scale,,,linear concentration,length per length,,,,,,,,,,,,,0.001,Euc,,,,,,,,
metres/metre,linear strain,1,m/m,RP66,POSC,true,m/m,mPm,m/m,relative elongation,,scale,,,linear concentration,length per length,,,,,,,,,,,,,1,Euc,,,,,,,,
metres/metre Kelvin,linear thermal expansion,1/K,m/m.K,RP66,POSC,true,m/m.K,mPmTK,m/m.K,,,,,,,,,,,,,,,,,,,,1,1/K,,,,,,,,
metres/cubic metre,length per volume,1/L2,m/m3,RP66,POSC,true,m/m3,mPm3,m/m3,,,,,,,,,,,,,,,,,,,,1,1/m2,,,,,,,,
meter per minute,velocity,L/T,m/min,RP66,POSC,true,m/min,mPmin,m/min,,,,,,,,,,,,,,,,,,,,,m/s,1,60,,,,,,
metres/millisecond,velocity,L/T,m/ms,RP66,POSC,true,m/ms,mPms,m/ms,,,,,,,,,,,,,,,,,,,,1000,m/s,,,,,,,,
square metres/cubic centimetre,area per volume,1/L,m2/cm3,RP66,POSC,true,m2/cm3,m2Pcm3,m2/cm3,,,,,,,,,,,,,,,,,,,,1000000,1/m,,,,,,,,
square metres/day kiloPascal,unit productivity index,L3T/M,m2/d.kPa,RP66,POSC,true,m2/d.kPa,m2PdTkPa,m2/d.kPa,,,,,,,,,,,,,,,,,,,,,m2/Pa.s,1,86400000,,,,,,
square metres/gram,mass attenuation coefficient,L2/M,m2/g,RP66,POSC,true,m2/g,m2Pg,m2/g,,,,,,,,,,,,,,,,,,,,1000,m2/kg,,,,,,,,
square metres/hour,kinematic viscosity,L2/T,m2/h,RP66,POSC,true,m2/h,m2Ph,m2/h,thermal diffusivity,,area per time,,,,,,,,,,,,,,,,,,m2/s,1,3600,,,,,,
square metres/square metre,area per area,1,m2/m2,RP66,POSC,true,m2/m2,m2Pm2,m2/m2,shear strain,,,,,,,,,,,,,,,,,,,1,Euc,,,,,,,,
square metres/cubic metre,area per volume,1/L,m2/m3,RP66,POSC,true,m2/m3,m2Pm3,m2/m3,,,,,,,,,,,,,,,,,,,,1,1/m,,,,,,,,
cubic metres at std condition (0 deg C),amount of substance,N,,,POSC,true,"m3(std,0C)","m3(std,0C)","m3(std,0C)",,,,,2,,,,,,,,,,,,,,,0.0446158,mol,,,,,,,,
cubic metres at std condition (15 deg C),amount of substance,N,,,POSC,true,"m3(std,15C)","m3(std,15C)","m3(std,15C)",,,,,2,,,,,,,,,,,,,,,0.0422932,mol,,,,,,,,
cubic meter per day per bar,productivity index,L4T/M,m3/bar.d,RP66,POSC,true,m3/bar.d,m3PbarTd,m3/bar.d,,,,,,,,,,,m3/(d.bar),RP66,m3/bar.d,RP66,,,,,,,m3/Pa.s,1.,8640000000,,,,,,
cubic meter per hour per bar,productivity index,L4T/M,m3.bar.h,RP66,POSC,true,m3/bar.h,m3PbarTh,m3/bar.h,,,,,,,,,,,m3/(h.bar),RP66,m3/bar.h,RP66,,,,,,,m3/Pa.s,1,360000000,,,,,,
cubic meter per minute per bar,productivity index,L4T/M,m3/bar.min,RP66,POSC,true,m3/bar.min,m3PbarTmin,m3/bar.min,,,,,,,,,,,m3/(min.bar),RP66,m3/bar.min,RP66,,,,,,,m3/Pa.s,1,6000000,,,,,,
cubic metres/centiPoise day kiloPascal,specific productivity index,L5T2/M2,m3/cP.d.kPa,RP66,POSC,true,m3/cP.d.kPa,m3PcPTdTkPa,m3/cP.d.kPa,,,,,,,,,,,,,,,,,,,,,m3/Pa2.s2,1,86400,,,,,,
cubic metres/centiPoise Pascal second,specific productivity index,L5T2/M2,m3/cP.Pa.s,RP66,POSC,true,m3/cP.Pa.s,m3PcPTPaTs,m3/cP.Pa.s,,,,,,,,,,,,,,,,,,,,1000,m3/Pa2.s2,,,,,,,,
cubic metres/day,volume flow rate,L3/T,m3/d,RP66,POSC,true,m3/d,m3Pd,m3/d,,,,,,,,,,,,,,,,,,,,,m3/s,1,86400,,,,,,
cubic metres/day kilopascal,productivity index,L4T/M,m3/d.kPa,RP66,POSC,true,m3/d.kPa,m3PdTkPa,m3/d.kPa,,,,,2,,,,,,m3/d.kPa,RP66,m3/kPa.d,POSC,,,,,,,m3/Pa.s,1,86400000,,,,,m3/(d.kPa),RP66
cubic meter per day per meter,volume per time per length,L2/T,m3/d.m,RP66,POSC,true,m3/d.m,m3PdTm,m3/d.m,,,,,,,,,,,m3/(d.m),RP66,,,,,,,,,m2/s,1,86400,,,,,,
cubic metres/day/day,volume per time per time,L3/T2,m3/d2,RP66,POSC,true,m3/d2,m3Pd2,m3/d2,,,,,,,,,,,,,,,,,,,,,m3/s2,1,7464960000,,,,,,
cubic metres/gram,specific volume,L3/M,m3/g,RP66,POSC,true,m3/g,m3Pg,m3/g,massic volume,,,,,,,,,,,,,,,,,,,1000,m3/kg,,,,,,,,
cubic metres/hour,volume flow rate,L3/T,m3/h,RP66,POSC,true,m3/h,m3Ph,m3/h,,,,,,,,,,,,,,,,,,,,,m3/s,1,3600,,,,,,
cubic meter per hour per meter,volume per time per length,L2/T,m3/h.m,RP66,POSC,true,m3/h.m,m3PhTm,m3/h.m,,,,,,,,,,,m3/(h.m),RP66,,,,,,,,,m2/s,1,3600,,,,,,
cubic metres/hectare metre,volume per volume,1,m3/ha.m,RP66,POSC,true,m3/ha.m,m3PhaTm,m3/ha.m,,,,,,,,,,,,,,,,,,,,0.0001,Euc,,,,,,,,
cubic metres/kilometre,volume per length,L2,m3/km,RP66,POSC,true,m3/km,m3Pkm,m3/km,,,,,,,,,,,,,,,,,,,,0.001,m2,,,,,,,,
cubic meter per day per kilopascal,productivity index,L4T/M,m3/kPa.d,RP66,POSC,true,m3/kPa.d,m3PkPaTd,m3/kPa.d,,,,,,,,,,,m3/(d.kPa),RP66,m3/d.kPa,POSC,,,,,,,m3/Pa.s,1,86400000,,,,,m3/k.kPa,RP66
(cubic metres per hour) per kilopascal,productivity index,L4T/M,m3/kPa.h,RP66,POSC,true,m3/kPa.h,m3PkPaTh,m3/kPa.h,,,,,,,,,,,(m3/h)/kPa,RP66,,,,,,,,,m3/Pa.s,1,3600000,,,,,,
cubic metres/kilowatt hour,isothermal compressibility,LT2/M,m3/kW.h,RP66,POSC,true,m3/kW.h,m3PkWTh,m3/kW.h,,,,,,,,,,,,,,,,,,,,,m3/J,1,3600000,,,,,,
cubic metres/metre,volume per length,L2,m3/m,RP66,POSC,true,m3/m,m3Pm,m3/m,,,,,,,,,,,,,,,,,,,,1,m2,,,,,,,,
cubic meter per square meter,volume per area,L,m3/m2,RP66,POSC,true,m3/m2,m3Pm2,m3/m2,,,,,,,,,,,,,,,,,,,,1,m,,,,,,,,
cubic metres/cubic metre,volume per volume,1,m3/m3,RP66,POSC,true,m3/m3,m3Pm3,m3/m3,,,,,,,,,,,,,,,,,,,,1,Euc,,,,,,,,
cubic meter per minute,volume flow rate,L3/T,m3/min,RP66,POSC,true,m3/min,m3Pmin,m3/min,,,,,,,,,,,,,,,,,,,,,m3/s,1,60,,,,,,
cubic metres/mole (kilogram),molar volume,L3/N,m3/mol(kg),RP66,POSC,true,m3/kmol,m3Pkmol,m3/kmol,,,,,,,,,,,m3/mol,RP66,,,,,,,,.001,m3/mol,,,,,,,,
cubic metres/mole (kilogram),molar volume,L3/N,m3/mol(kg),RP66,POSC,true,m3/mol(kg),m3Pmol(kg),m3/mol(kg),,,,,2.2,,,,,,m3/mol,RP66,,,,,,,,1,m3/mol,,,,,,,,
cubic meter per day per (pound per square inch),productivity index,L4T/M,m3/psi.d,RP66,POSC,true,m3/psi.d,m3PpsiTd,m3/psi.d,,,,,,,,,,,m3/(d.psi),RP66,,,,,,,,,m3/Pa.s,1,595707004.8,,,,,,
cubic meter per second per foot,volume per time per length,L2/T,m3/s.ft,RP66,POSC,true,m3/s.ft,m3PsTft,m3/s.ft,,,,,,,,,,,m3/(s.ft),RP66,,,,,,,,,m2/s,1,0.3048,,,,,,
cubic metres/second metre,volume per time per length,L2/T,m3/s.m,RP66,POSC,true,m3/s.m,m3PsTm,m3/s.m,,,,,,,,,,,,,,,,,,,,1,m2/s,,,,,,,,
cubic metres/second square metre,volume per time per area,L/T,m3/s.m2,RP66,POSC,true,m3/s.m2,m3PsTm2,m3/s.m2,,,,,,,,,,,,,,,,,,,,1,m/s,,,,,,,,
cubic metres/tonne,specific volume,L3/M,m3/t,RP66,POSC,true,m3/t,m3Pt,m3/t,massic volume,,,,,,,,,,,,,,,,,,,0.001,m3/kg,,,,,,,,
cubic meters per UK ton,specific volume,L3/M,m3/tonUK,RP66,POSC,true,m3/tonUK,m3PtonUK,m3/tonUK,massic volume,,,,,,,,,,,,,,,,,,,,m3/kg,1,1016.047,,,,,,
cubic meters per US ton,specific volume,L3/M,m3/tonUS,RP66,POSC,true,m3/tonUS,m3PtonUS,m3/tonUS,massic volume,,,,,,,,,,,,,,,,,,,,m3/kg,1,907.1847,,,,,,
milliamp,electric current,C,mA,RP66,POSC,true,mA,mA,mA,magnetic potential difference,,magnetomotive force,,,,,,,,,,,,,,,,,0.001,A,,,,,,,,
megayears,time,T,Ma,RP66,POSC,true,Ma,Ma,Ma,,,,,,,,,,,,,,,,,,,,31558150000000,s,,,,,,,,
megaampere,electric current,C,MA,RP66,POSC,true,MA,MA,MA,magnetic potential difference,,magnetomotive force,,,,,,,,,,,,,,,,,1000000,A,,,,,,,,
milliampere per square centimeter,current density,C/L2,mA/cm2,RP66,POSC,true,mA/cm2,mAPcm2,mA/cm2,,,,,,,,,,,,,,,,,,,,10,A/m2,,,,,,,,
milliampere per square foot,current density,C/L2,mA/ft2,RP66,POSC,true,mA/ft2,mAPft2,mA/ft2,,,,,,,,,,,,,,,,,,,,,A/m2,0.001,0.09290304,,,,,,
millibar,force per area,M/LT2,mbar,RP66,POSC,true,mbar,mbar,mbar,pressure,,,,,,,,,,,,,,,,,,,100,Pa,,,,,,,,
thousand barrels,volume,L3,Mbbl,RP66,POSC,true,Mbbl,Mbbl,Mbbl,,,,,,,,,,,,,,,,,,,,158.9873,m3,,,,,,,,
thousand barrel feet/day,volume length per time,L4/T,Mbbl.ft/d,RP66,POSC,true,Mbbl.ft/d,MbblTftPd,Mbbl.ft/d,,,,,,,,,,,,,,,,,,,,,m4/s,48.45933,86400,,,,,,
thousand barrels/day,volume flow rate,L3/T,kbbl/d,POSC,POSC,true,Mbbl/d,MbblPd,Mbbl/d,,,,,,,,,,,,,,,,,,,,,m3/s,158.9873,86400,,,,,,
megabecquerel,activity (of radioactivity),1/T,MBq,RP66,POSC,true,MBq,MBq,MBq,,,,,,,,,,,,,,,,,,,,1000000,Bq,,,,,,,,
million Btus/hour,heat flow rate,L2M/T3,,,POSC,true,MBtu/hr,MBtuPhr,MBtu/hr,,,,,,,,,,,,,,,,,,,,293071.1,W,,,,,,,,
megabyte,digital storage,1,Mbyte,RP66,POSC,true,Mbyte,Mbyte,Mbyte,,,,,,,,,,,,,,,,,,,,1048576,byte,,,,,,,,
millicoulomb,electric capacity,CT,mC,RP66,POSC,true,mC,mC,mC,electric charge,,electric flux,,,,,,,,,,,,,,,,,0.001,C,,,,,,,,
millicoulombs/square metre,electric polarization,CT/L2,mC/m2,RP66,POSC,true,mC/m2,mCPm2,mC/m2,,,,,,,,,,,,,,,,,,,,0.001,C/m2,,,,,,,,
thousand cubic feet,volume,L3,,,POSC,true,Mcf,Mcf,Mcf,,,,,,,,,,,,,,,,,,,,28.316846592,m3,,,,,,,,
,activity (of radioactivity),1/T,mCi,RP66,POSC,true,mCi,mCi,mCi,,,,,,,,,,,mcurie,POSC,,,,,,,,37000000,Bq,,,,,,,,
millicurie,activity (of radioactivity),1/T,mCi,POSC,POSC,true,mcurie,mcurie,mcurie,,,,,2,,,,,,,,,,,,,,,37000,Bq,,,,,,,,
millidarcy,permeability rock,L2,mD,RP66,POSC,true,mD,mD,mD,,,,,,,,,,,,,,,,,,,,9.86932E-016,m2,,,,,,,,
millidarcy foot,permeability length,L3,mD.ft,RP66,POSC,true,mD.ft,mDTft,mD.ft,,,,,,,,,,,,,,,,,,,,3.008141E-016,m3,,,,,,,,
